Experience,Education,JobRole,Location,Country,Salary_Monthly_USD,Salary_Annual_USD
1,Master,Cloud Engineer,Luxembourg,Luxembourg,18253,219037
12,Bachelor,Cybersecurity,Luxembourg,Luxembourg,21737,260844
0,Bachelor,Cybersecurity,Edinburgh,UK,7150,85800
9,PhD,ML Engineer,Dubai,UAE,18380,220569
8,Bachelor,Data Analyst,Perth,Australia,11448,137384
2,Bachelor,Cybersecurity,Singapore,Singapore,13890,166688
10,Master,Cybersecurity,Kuala Lumpur,Malaysia,7792,93511
5,PhD,Cloud Engineer,Dublin,Ireland,18785,225420
6,Master,Data Scientist,Munich,Germany,14483,173804
10,Bachelor,Data Analyst,Manchester,UK,13067,156810
9,Bachelor,Data Analyst,Amsterdam,Netherlands,12620,151443
2,PhD,Data Analyst,Amsterdam,Netherlands,11594,139132
11,Master,Cloud Engineer,Singapore,Singapore,24819,297837
0,Master,ML Engineer,Kuala Lumpur,Malaysia,3932,47190
12,PhD,Software Engineer,Zurich,Switzerland,31627,379526
1,Bachelor,Software Engineer,Stockholm,Sweden,9577,114931
6,Bachelor,Cybersecurity,Seattle,USA,20341,244098
6,Bachelor,Cloud Engineer,Osaka,Japan,14116,169392
7,Bachelor,Cloud Engineer,Rotterdam,Netherlands,15382,184585
6,Bachelor,ML Engineer,Abu Dhabi,UAE,12593,151122
6,PhD,Data Scientist,Paris,France,13601,163216
11,Bachelor,Cloud Engineer,Singapore,Singapore,21258,255097
1,Master,Cloud Engineer,Paris,France,11319,135829
5,Master,ML Engineer,Madrid,Spain,9819,117837
8,PhD,ML Engineer,New York,USA,25294,303532
8,Master,Data Analyst,Kuala Lumpur,Malaysia,6023,72278
12,Bachelor,Cybersecurity,San Francisco,USA,26898,322776
11,Master,Data Scientist,Rotterdam,Netherlands,14795,177546
3,Bachelor,Cybersecurity,Berlin,Germany,9627,115533
12,Bachelor,Cloud Engineer,San Francisco,USA,27043,324516
10,Bachelor,Cloud Engineer,Dubai,UAE,16491,197895
4,PhD,Cloud Engineer,New York,USA,23213,278563
6,PhD,ML Engineer,Sydney,Australia,22893,274720
6,Master,Data Scientist,Perth,Australia,16651,199821
1,Bachelor,Data Scientist,Brisbane,Australia,11561,138732
10,Master,Cloud Engineer,Amsterdam,Netherlands,20985,251828
6,PhD,Data Analyst,Dubai,UAE,13708,164505
11,Master,Cloud Engineer,Lyon,France,14008,168105
11,Bachelor,Cybersecurity,Bangalore,India,6677,80128
4,Master,Cloud Engineer,Tokyo,Japan,14331,171977
1,Bachelor,Data Analyst,Dublin,Ireland,9385,112631
3,PhD,Data Analyst,Dublin,Ireland,12293,147517
1,Master,Cloud Engineer,Brisbane,Australia,13253,159042
12,Bachelor,ML Engineer,Toronto,Canada,17630,211560
4,Bachelor,Cybersecurity,Luxembourg,Luxembourg,17322,207872
12,Master,Cybersecurity,Kuala Lumpur,Malaysia,10743,128924
10,Bachelor,Cloud Engineer,Frankfurt,Germany,14454,173450
11,Master,Software Engineer,Luxembourg,Luxembourg,21171,254063
10,Master,Data Analyst,Stockholm,Sweden,16660,199925
3,PhD,ML Engineer,Kuala Lumpur,Malaysia,5277,63331
2,Master,Software Engineer,Zurich,Switzerland,19791,237496
4,Master,Cybersecurity,Munich,Germany,12736,152842
0,Master,Data Analyst,Abu Dhabi,UAE,8415,100980
12,Bachelor,Cybersecurity,Luxembourg,Luxembourg,24980,299760
9,Master,Software Engineer,Barcelona,Spain,13628,163541
7,PhD,Software Engineer,Zurich,Switzerland,22950,275400
6,Bachelor,Cloud Engineer,Tokyo,Japan,13690,164289
7,PhD,Cloud Engineer,Stockholm,Sweden,17617,211410
2,Master,Data Analyst,Abu Dhabi,UAE,10078,120942
2,PhD,Cybersecurity,Singapore,Singapore,16907,202884
11,Bachelor,Data Analyst,Kuala Lumpur,Malaysia,6501,78012
11,Bachelor,Data Analyst,Amsterdam,Netherlands,11328,135937
12,PhD,Data Scientist,Paris,France,15396,184752
2,PhD,Software Engineer,Amsterdam,Netherlands,14037,168444
6,Bachelor,Cybersecurity,Paris,France,14006,168072
7,Bachelor,Cybersecurity,Luxembourg,Luxembourg,17827,213927
11,Master,ML Engineer,Tokyo,Japan,21234,254810
0,Bachelor,Software Engineer,Bangalore,India,2383,28600
11,PhD,ML Engineer,Stockholm,Sweden,20622,247466
1,Bachelor,Software Engineer,Singapore,Singapore,12795,153548
11,Master,Data Scientist,Madrid,Spain,9301,111622
1,Bachelor,ML Engineer,Rotterdam,Netherlands,11734,140809
9,PhD,Cybersecurity,Montreal,Canada,19414,232977
9,Bachelor,Data Analyst,Toronto,Canada,13834,166014
5,Master,ML Engineer,Dublin,Ireland,17367,208411
6,Master,Cybersecurity,Tokyo,Japan,16046,192561
11,Master,Software Engineer,Madrid,Spain,12113,145357
8,Bachelor,Cybersecurity,Abu Dhabi,UAE,16083,193000
1,PhD,Data Scientist,Singapore,Singapore,16462,197551
11,Master,Data Scientist,Lyon,France,12974,155690
4,Bachelor,Data Scientist,London,UK,11447,137368
5,PhD,Data Scientist,Paris,France,15766,189192
6,Master,Cybersecurity,Manchester,UK,10205,122469
0,Bachelor,Cybersecurity,Abu Dhabi,UAE,10200,122400
10,PhD,Cloud Engineer,Hyderabad,India,11290,135480
1,Master,Software Engineer,Boston,USA,15229,182758
5,Master,Cybersecurity,Singapore,Singapore,16103,193242
11,PhD,ML Engineer,Zurich,Switzerland,28505,342061
5,PhD,Data Scientist,Dublin,Ireland,17100,205200
8,PhD,Software Engineer,Lyon,France,12942,155313
9,PhD,Cloud Engineer,Rotterdam,Netherlands,16935,203230
3,PhD,Software Engineer,Edinburgh,UK,9702,116433
5,Master,Data Scientist,Osaka,Japan,11589,139073
10,PhD,Cybersecurity,Luxembourg,Luxembourg,25177,302124
12,Master,Data Scientist,Stockholm,Sweden,16837,202052
7,Master,Cybersecurity,Paris,France,16295,195541
5,Bachelor,Data Analyst,Dublin,Ireland,11614,139375
7,Bachelor,Cybersecurity,Perth,Australia,12989,155877
11,Master,ML Engineer,Paris,France,14919,179038
12,PhD,Data Analyst,Dublin,Ireland,19137,229651
5,Bachelor,Cloud Engineer,Perth,Australia,13678,164140
6,Bachelor,Data Analyst,Barcelona,Spain,7129,85548
0,Master,ML Engineer,Dubai,UAE,13167,158015
8,PhD,Software Engineer,Tokyo,Japan,16035,192424
1,Master,ML Engineer,Bangalore,India,3596,43159
7,Bachelor,Cybersecurity,Dubai,UAE,16482,197791
6,Master,Software Engineer,New York,USA,18958,227502
0,PhD,Data Analyst,Berlin,Germany,7920,95040
10,PhD,Software Engineer,Munich,Germany,20935,251220
11,Master,ML Engineer,Madrid,Spain,11923,143082
9,Master,Software Engineer,Manchester,UK,10591,127095
5,PhD,Data Analyst,Tokyo,Japan,10366,124392
6,Bachelor,Software Engineer,Geneva,Switzerland,18067,216810
7,Bachelor,Data Scientist,Amsterdam,Netherlands,14121,169455
4,PhD,ML Engineer,Kuala Lumpur,Malaysia,6944,83337
6,PhD,Software Engineer,Geneva,Switzerland,21895,262742
5,PhD,Software Engineer,Luxembourg,Luxembourg,21234,254808
12,PhD,Software Engineer,Manchester,UK,13039,156472
6,Master,Cloud Engineer,Brisbane,Australia,16284,195417
7,PhD,ML Engineer,Kuala Lumpur,Malaysia,10247,122964
3,Master,Data Analyst,Barcelona,Spain,5959,71511
7,PhD,Cybersecurity,Stockholm,Sweden,18011,216133
11,Bachelor,Data Analyst,Dubai,UAE,16962,203554
12,PhD,Data Analyst,Tokyo,Japan,18502,222026
10,PhD,Data Scientist,Lyon,France,15511,186132
9,PhD,Data Analyst,Hamburg,Germany,11847,142171
7,Bachelor,ML Engineer,Berlin,Germany,15126,181516
11,Master,Data Scientist,Chennai,India,6612,79349
1,Bachelor,Data Analyst,Montreal,Canada,8034,96414
2,PhD,Software Engineer,Abu Dhabi,UAE,12626,151514
10,PhD,Cloud Engineer,Vancouver,Canada,23090,277080
2,PhD,Data Scientist,Geneva,Switzerland,22064,264772
0,Master,Data Analyst,Abu Dhabi,UAE,8415,100980
4,Master,ML Engineer,Tokyo,Japan,14124,169494
6,Master,Data Analyst,Perth,Australia,11634,139609
9,Bachelor,Cybersecurity,Perth,Australia,16502,198033
5,Bachelor,Cloud Engineer,Chennai,India,5657,67885
7,Bachelor,Software Engineer,Stockholm,Sweden,12764,153172
2,PhD,Cybersecurity,Montreal,Canada,13146,157752
8,Bachelor,Data Analyst,Kuala Lumpur,Malaysia,7487,89852
7,Master,Cloud Engineer,Dublin,Ireland,15755,189064
9,PhD,Cybersecurity,Geneva,Switzerland,22866,274395
4,Bachelor,Software Engineer,Osaka,Japan,9287,111448
8,Master,Data Scientist,Barcelona,Spain,12614,151377
3,Master,ML Engineer,Tokyo,Japan,12604,151252
7,PhD,ML Engineer,Montreal,Canada,18154,217851
2,PhD,Data Analyst,Austin,USA,12886,154641
1,PhD,Data Analyst,Frankfurt,Germany,9274,111288
8,Bachelor,Cybersecurity,Toronto,Canada,14019,168232
7,PhD,ML Engineer,Rotterdam,Netherlands,19376,232519
2,PhD,ML Engineer,Stockholm,Sweden,13330,159967
5,Bachelor,ML Engineer,Stockholm,Sweden,12457,149485
0,Bachelor,ML Engineer,Austin,USA,14300,171600
7,Bachelor,Cloud Engineer,Amsterdam,Netherlands,14615,175386
3,PhD,Software Engineer,Austin,USA,15792,189514
4,Bachelor,Cloud Engineer,Kuala Lumpur,Malaysia,5064,60770
6,Master,Cloud Engineer,Dublin,Ireland,16017,192205
5,Bachelor,Data Analyst,Amsterdam,Netherlands,12150,145800
5,PhD,Data Scientist,Luxembourg,Luxembourg,21886,262632
2,Master,Data Analyst,Lyon,France,7742,92914
10,Bachelor,Data Analyst,Tokyo,Japan,11776,141320
8,Master,Data Scientist,Stockholm,Sweden,17501,210020
10,Bachelor,ML Engineer,Melbourne,Australia,18252,219030
10,PhD,Cybersecurity,Vancouver,Canada,21235,254820
5,Master,Data Scientist,Stockholm,Sweden,15100,181203
4,Bachelor,Data Scientist,Osaka,Japan,11278,135344
2,Master,Software Engineer,Hamburg,Germany,9623,115478
3,Master,ML Engineer,Stockholm,Sweden,13108,157301
6,PhD,Data Scientist,Vancouver,Canada,19972,239673
7,PhD,ML Engineer,Pune,India,8361,100335
6,Bachelor,Cybersecurity,Barcelona,Spain,10267,123204
8,Master,Software Engineer,Tokyo,Japan,14579,174955
11,Bachelor,Cloud Engineer,Tokyo,Japan,16323,195883
5,PhD,Data Analyst,Luxembourg,Luxembourg,16751,201018
3,Bachelor,Software Engineer,Delhi,India,2791,33494
12,PhD,Cybersecurity,Rotterdam,Netherlands,17958,215496
4,PhD,ML Engineer,Tokyo,Japan,15867,190404
5,Master,Data Analyst,Luxembourg,Luxembourg,16207,194485
3,Master,Data Analyst,Madrid,Spain,6162,73949
5,Master,Software Engineer,Barcelona,Spain,8332,99995
11,Master,Data Scientist,Barcelona,Spain,13635,163621
12,PhD,Software Engineer,Madrid,Spain,15682,188188
4,Master,Cloud Engineer,Kuala Lumpur,Malaysia,6476,77719
11,Master,ML Engineer,Frankfurt,Germany,15307,183695
2,Bachelor,Software Engineer,Munich,Germany,10934,131210
9,Master,Data Analyst,Madrid,Spain,7981,95772
10,PhD,Cybersecurity,Paris,France,18191,218292
8,PhD,Software Engineer,Stockholm,Sweden,14873,178483
6,Bachelor,Cybersecurity,Paris,France,11026,132312
4,Bachelor,ML Engineer,Luxembourg,Luxembourg,18076,216916
0,Master,Cloud Engineer,Amsterdam,Netherlands,12661,151937
6,Master,Cybersecurity,Boston,USA,21052,252634
9,Master,Software Engineer,Barcelona,Spain,11424,137098
9,PhD,Cybersecurity,Stockholm,Sweden,18848,226184
4,Master,Data Scientist,Toronto,Canada,14245,170940
5,Master,Data Analyst,Birmingham,UK,8743,104923
11,Master,ML Engineer,Rotterdam,Netherlands,17957,215495
1,PhD,Data Analyst,Lyon,France,7360,88323
5,Master,Cybersecurity,Luxembourg,Luxembourg,20630,247566
12,Bachelor,Data Scientist,Berlin,Germany,12366,148392
8,Master,Data Scientist,Amsterdam,Netherlands,14415,172990
2,Bachelor,Data Scientist,Kuala Lumpur,Malaysia,4826,57914
7,Master,Cybersecurity,Chennai,India,6704,80454
5,Master,Software Engineer,Paris,France,12748,152982
7,Master,ML Engineer,Lyon,France,15420,185046
3,PhD,Software Engineer,Hyderabad,India,3331,39973
4,Bachelor,Cloud Engineer,Amsterdam,Netherlands,14352,172229
6,Bachelor,ML Engineer,Kuala Lumpur,Malaysia,6406,76872
9,Bachelor,Data Analyst,Berlin,Germany,11489,137871
10,PhD,Cloud Engineer,Stockholm,Sweden,18254,219048
12,PhD,Software Engineer,Madrid,Spain,9779,117355
9,Master,Software Engineer,Madrid,Spain,8425,101101
4,PhD,Cloud Engineer,Geneva,Switzerland,24940,299280
6,PhD,Software Engineer,Melbourne,Australia,16708,200498
5,Master,Data Scientist,Abu Dhabi,UAE,12620,151442
0,Bachelor,Cloud Engineer,Rotterdam,Netherlands,10625,127500
1,Bachelor,Data Scientist,Kuala Lumpur,Malaysia,3852,46229
1,Bachelor,Software Engineer,Perth,Australia,10342,124108
7,Bachelor,Cybersecurity,Manchester,UK,11532,138384
6,Master,Cybersecurity,Geneva,Switzerland,21593,259122
6,Master,Data Scientist,Lyon,France,12863,154360
9,Bachelor,Cloud Engineer,Stockholm,Sweden,17341,208092
3,PhD,Software Engineer,Zurich,Switzerland,20782,249390
2,Bachelor,ML Engineer,Dubai,UAE,12618,151420
10,Bachelor,Data Analyst,Amsterdam,Netherlands,11645,139740
12,Bachelor,Data Analyst,Dublin,Ireland,17934,215208
6,Master,Cybersecurity,Tokyo,Japan,14792,177507
3,Master,Cybersecurity,Melbourne,Australia,14053,168646
2,PhD,ML Engineer,Montreal,Canada,14367,172411
4,Master,ML Engineer,Paris,France,12093,145125
12,Master,Cybersecurity,Amsterdam,Netherlands,18515,222182
4,PhD,Data Analyst,Melbourne,Australia,14336,172032
8,Bachelor,Data Analyst,Dublin,Ireland,14562,174748
12,PhD,ML Engineer,Barcelona,Spain,18001,216014
0,PhD,Data Analyst,Birmingham,UK,5850,70200
2,PhD,Cybersecurity,Hamburg,Germany,12107,145293
6,Master,Data Scientist,Singapore,Singapore,17862,214348
3,Bachelor,Cloud Engineer,Singapore,Singapore,15922,191072
4,Master,Cybersecurity,Kuala Lumpur,Malaysia,6305,75671
4,Bachelor,Cybersecurity,Dublin,Ireland,14639,175668
5,PhD,Software Engineer,Luxembourg,Luxembourg,21047,252564
0,Master,Cybersecurity,Singapore,Singapore,14630,175560
3,Master,Cloud Engineer,Barcelona,Spain,8031,96376
9,Master,Cloud Engineer,Dublin,Ireland,16786,201435
7,PhD,Software Engineer,Munich,Germany,17973,215685
9,Bachelor,ML Engineer,Melbourne,Australia,16925,203106
2,PhD,ML Engineer,Singapore,Singapore,18613,223360
10,Master,Cybersecurity,Abu Dhabi,UAE,16099,193193
11,PhD,Cloud Engineer,Abu Dhabi,UAE,21633,259603
4,PhD,Software Engineer,New York,USA,21399,256795
5,Bachelor,Data Scientist,Osaka,Japan,11722,140675
8,PhD,Cloud Engineer,Dublin,Ireland,17080,204962
8,Bachelor,ML Engineer,Sydney,Australia,16836,202032
9,Master,Data Scientist,Amsterdam,Netherlands,19377,232534
9,Bachelor,Cloud Engineer,Luxembourg,Luxembourg,22130,265571
1,PhD,Cloud Engineer,Kuala Lumpur,Malaysia,4435,53226
10,Master,Cloud Engineer,Birmingham,UK,12796,153560
5,Bachelor,Software Engineer,Luxembourg,Luxembourg,16575,198900
6,Master,Cloud Engineer,Barcelona,Spain,8649,103791
5,Master,Data Analyst,Stockholm,Sweden,11087,133050
1,Bachelor,Cybersecurity,Geneva,Switzerland,17546,210556
9,Master,Data Analyst,Manchester,UK,13367,160409
4,Master,ML Engineer,Dublin,Ireland,16287,195452
10,PhD,Data Analyst,Tokyo,Japan,12164,145968
4,Bachelor,Cybersecurity,Hamburg,Germany,11471,137656
5,PhD,ML Engineer,Barcelona,Spain,11431,137172
3,Master,ML Engineer,Vancouver,Canada,16667,200013
3,Master,Data Analyst,Lyon,France,8913,106956
9,PhD,Data Scientist,Delhi,India,9017,108208
9,Bachelor,Data Analyst,Kuala Lumpur,Malaysia,5604,67248
7,PhD,Software Engineer,Abu Dhabi,UAE,17916,215002
6,PhD,Software Engineer,Amsterdam,Netherlands,17382,208593
10,PhD,Data Scientist,Kuala Lumpur,Malaysia,8505,102060
6,Bachelor,Software Engineer,Paris,France,13183,158198
5,Master,Cloud Engineer,Sydney,Australia,17628,211541
10,Master,Cloud Engineer,Singapore,Singapore,22922,275066
4,Master,Data Analyst,Montreal,Canada,11771,141257
8,Bachelor,ML Engineer,Amsterdam,Netherlands,14145,169746
8,Master,Cloud Engineer,London,UK,12920,155045
1,PhD,ML Engineer,Kuala Lumpur,Malaysia,5103,61243
7,Bachelor,Software Engineer,Amsterdam,Netherlands,15292,183514
12,PhD,Cloud Engineer,London,UK,22280,267367
2,PhD,Software Engineer,Singapore,Singapore,16176,194114
11,Master,Cloud Engineer,Singapore,Singapore,21342,256104
8,PhD,Data Analyst,Toronto,Canada,16857,202291
8,Bachelor,Cybersecurity,Chennai,India,8008,96096
11,Master,Cybersecurity,Stockholm,Sweden,19214,230574
2,PhD,ML Engineer,Paris,France,12430,149160
9,PhD,Data Analyst,Birmingham,UK,8877,106531
7,PhD,ML Engineer,Singapore,Singapore,22715,272580
6,Bachelor,Data Scientist,Barcelona,Spain,10734,128808
9,Bachelor,Cloud Engineer,Luxembourg,Luxembourg,20533,246401
2,Master,Data Analyst,Amsterdam,Netherlands,10432,125186
5,Master,ML Engineer,Geneva,Switzerland,22768,273218
1,PhD,Data Scientist,Kuala Lumpur,Malaysia,4762,57147
6,Master,Data Analyst,Madrid,Spain,6488,77860
8,PhD,ML Engineer,Mumbai,India,7253,87043
1,PhD,Data Scientist,Chennai,India,3097,37165
0,PhD,Data Analyst,Madrid,Spain,4950,59400
4,Master,Data Scientist,Hamburg,Germany,12896,154761
10,PhD,Cybersecurity,Barcelona,Spain,14517,174204
0,PhD,Software Engineer,Dublin,Ireland,12870,154440
8,Master,Software Engineer,Abu Dhabi,UAE,14030,168370
5,Bachelor,Data Scientist,Edinburgh,UK,10747,128970
11,Master,Software Engineer,London,UK,13481,161777
6,Bachelor,Cloud Engineer,Geneva,Switzerland,20869,250428
3,Bachelor,Cloud Engineer,Edinburgh,UK,9733,116801
1,PhD,ML Engineer,Hyderabad,India,3614,43376
2,PhD,ML Engineer,Pune,India,4398,52776
8,Master,ML Engineer,Geneva,Switzerland,24164,289977
5,Master,Cloud Engineer,Paris,France,14573,174883
6,Bachelor,Data Analyst,Dublin,Ireland,10834,130014
5,Bachelor,ML Engineer,Melbourne,Australia,14802,177630
9,PhD,Cybersecurity,Zurich,Switzerland,26814,321775
11,PhD,Cloud Engineer,Melbourne,Australia,25523,306284
4,Master,ML Engineer,Osaka,Japan,14051,168621
1,PhD,ML Engineer,Zurich,Switzerland,24040,288489
6,Master,Data Scientist,Perth,Australia,14515,174187
11,PhD,ML Engineer,Abu Dhabi,UAE,18068,216817
3,Bachelor,ML Engineer,San Francisco,USA,20840,250086
2,PhD,Cloud Engineer,Melbourne,Australia,16206,194474
4,Master,Cloud Engineer,Abu Dhabi,UAE,14620,175441
3,Bachelor,Data Analyst,Osaka,Japan,9189,110277
11,Bachelor,Software Engineer,Melbourne,Australia,14660,175923
4,Bachelor,Software Engineer,Tokyo,Japan,11526,138318
11,Master,Software Engineer,Geneva,Switzerland,25100,301205
12,Bachelor,Cloud Engineer,Seattle,USA,24797,297564
7,PhD,Software Engineer,Manchester,UK,13474,161697
12,PhD,Data Scientist,Singapore,Singapore,25642,307713
5,Master,ML Engineer,Singapore,Singapore,19199,230389
4,Master,Data Analyst,Luxembourg,Luxembourg,15219,182630
1,Bachelor,Data Analyst,Brisbane,Australia,8647,103764
3,PhD,Data Scientist,Kuala Lumpur,Malaysia,5409,64911
3,PhD,Cloud Engineer,Dubai,UAE,14799,177597
8,Bachelor,Data Analyst,Montreal,Canada,13612,163348
0,Master,Software Engineer,Dublin,Ireland,11797,141570
9,Bachelor,Data Analyst,Kuala Lumpur,Malaysia,6180,74169
2,Bachelor,Data Scientist,Barcelona,Spain,7120,85446
5,Master,ML Engineer,Abu Dhabi,UAE,13764,165176
8,Bachelor,Cybersecurity,Abu Dhabi,UAE,14517,174208
1,Bachelor,Data Analyst,Luxembourg,Luxembourg,11925,143101
9,Bachelor,ML Engineer,Melbourne,Australia,19501,234021
6,Bachelor,Cybersecurity,Perth,Australia,13726,164712
9,Bachelor,Data Analyst,Amsterdam,Netherlands,13274,159291
7,PhD,ML Engineer,Kuala Lumpur,Malaysia,7756,93076
8,Bachelor,Cloud Engineer,Berlin,Germany,14841,178096
3,Master,ML Engineer,Bangalore,India,5378,64537
6,PhD,Data Scientist,Dubai,UAE,18670,224049
5,Master,Cybersecurity,Dublin,Ireland,16520,198247
10,PhD,Cybersecurity,Luxembourg,Luxembourg,28293,339516
12,Bachelor,Software Engineer,Seattle,USA,22092,265104
1,Master,ML Engineer,Osaka,Japan,11432,137194
2,PhD,Software Engineer,Stockholm,Sweden,12371,148461
8,PhD,Cybersecurity,Perth,Australia,16272,195273
8,PhD,Software Engineer,Rotterdam,Netherlands,18030,216364
12,Bachelor,Software Engineer,Geneva,Switzerland,23266,279192
5,PhD,Software Engineer,Luxembourg,Luxembourg,18510,222126
5,Master,Cybersecurity,Birmingham,UK,9744,116935
11,Master,ML Engineer,Frankfurt,Germany,21058,252701
3,Master,Software Engineer,Singapore,Singapore,14981,179776
3,Master,Cybersecurity,Lyon,France,9856,118281
4,Bachelor,Cybersecurity,Paris,France,10550,126600
3,PhD,Data Analyst,Montreal,Canada,11777,141332
3,PhD,ML Engineer,Zurich,Switzerland,26061,312735
2,Bachelor,Cybersecurity,Stockholm,Sweden,11085,133028
0,PhD,Data Analyst,Melbourne,Australia,10800,129600
6,Master,Cloud Engineer,Melbourne,Australia,18389,220671
5,Bachelor,ML Engineer,Hyderabad,India,5201,62415
8,Bachelor,Data Analyst,Delhi,India,3979,47752
10,Master,ML Engineer,Kuala Lumpur,Malaysia,10391,124696
11,PhD,Data Analyst,Pune,India,8699,104398
8,PhD,Data Analyst,Hamburg,Germany,11348,136176
2,Bachelor,Cybersecurity,Dublin,Ireland,12876,154522
6,PhD,ML Engineer,New York,USA,25912,310946
5,Master,Cybersecurity,Tokyo,Japan,15061,180741
5,Master,Software Engineer,Tokyo,Japan,14039,168476
1,Master,Cloud Engineer,Boston,USA,16966,203601
12,Master,Cybersecurity,Dublin,Ireland,21247,254971
2,Bachelor,Data Analyst,Luxembourg,Luxembourg,12397,148770
7,Bachelor,Data Scientist,Geneva,Switzerland,22625,271509
1,Master,Data Analyst,Boston,USA,12778,153347
1,Bachelor,Software Engineer,Sydney,Australia,12696,152357
7,Bachelor,ML Engineer,Luxembourg,Luxembourg,20436,245238
0,Bachelor,Data Scientist,Geneva,Switzerland,16800,201600
9,Bachelor,ML Engineer,Berlin,Germany,12039,144469
8,PhD,Cybersecurity,Montreal,Canada,16847,202166
2,Bachelor,Software Engineer,Montreal,Canada,10673,128086
11,Bachelor,Cybersecurity,Dublin,Ireland,17629,211559
8,Master,Software Engineer,Zurich,Switzerland,21352,256229
3,PhD,Cloud Engineer,Manchester,UK,10929,131157
1,PhD,Cybersecurity,Zurich,Switzerland,21949,263397
9,Bachelor,Data Analyst,Paris,France,13352,160227
0,Master,ML Engineer,Osaka,Japan,10725,128700
